district,market,crop,date,arrival_qty_tonnes,modal_price_rs_per_quintal,source
Alappuzha,Ambalapuzha Market,rice,2021-05-27,11.6,2726,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-05-27,24.3,2727,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-05-27,13.0,2704,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-05-29,27.8,2722,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-05-29,13.6,2694,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-05-29,12.6,2656,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-05-29,27.0,2660,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-05-29,16.8,2708,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-05-31,22.6,2725,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-05-31,14.9,2712,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-05-31,11.3,2717,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-05-31,22.0,2718,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-05-31,11.5,2725,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-02,24.4,2732,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-02,16.8,2696,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-02,12.7,2721,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-02,21.0,2742,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-02,16.6,2718,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-04,22.1,2735,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-04,11.5,2701,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-04,12.1,2736,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-04,25.7,2724,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-04,15.4,2668,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-08,22.1,2710,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-08,11.8,2716,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-08,13.3,2732,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-08,23.5,2707,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-08,14.8,2776,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-10,18.2,2751,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-10,17.0,2722,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-10,15.5,2715,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-10,25.3,2672,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-10,13.5,2715,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-12,29.1,2700,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-12,13.7,2774,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-12,13.3,2724,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-12,18.7,2733,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-12,10.5,2699,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-14,22.0,2725,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-14,16.9,2650,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-14,12.9,2743,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-14,23.4,2682,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-14,12.1,2684,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-16,20.1,2701,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-16,14.0,2730,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-16,13.0,2707,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-16,25.0,2675,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-16,17.2,2720,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-18,19.8,2685,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-18,17.5,2703,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-18,14.0,2693,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-18,27.0,2703,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-18,12.0,2709,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-22,20.3,2709,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-22,10.8,2777,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-22,11.0,2685,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-22,27.3,2734,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-22,13.6,2644,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-24,22.8,2673,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-24,11.8,2717,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-24,16.5,2704,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-24,21.2,2717,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-24,15.0,2700,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-26,19.9,2703,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-26,15.5,2707,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-26,12.1,2712,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-26,20.8,2707,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-26,11.7,2709,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-28,25.8,2691,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-28,12.2,2706,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-28,15.6,2715,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-28,22.8,2709,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-28,15.2,2693,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-06-30,28.8,2674,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-06-30,10.6,2671,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-06-30,16.7,2752,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-06-30,27.8,2667,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-06-30,13.2,2690,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-02,25.1,2720,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-02,13.4,2675,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-02,14.4,2666,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-02,29.4,2683,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-02,15.8,2733,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-06,27.6,2698,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-06,13.5,2764,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-06,12.3,2728,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-06,19.7,2673,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-06,12.4,2714,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-08,18.2,2666,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-08,14.4,2724,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-08,15.1,2697,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-08,18.1,2720,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-08,11.5,2753,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-10,26.0,2739,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-10,11.7,2708,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-10,13.2,2731,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-10,24.2,2693,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-10,14.7,2714,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-12,20.9,2666,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-12,13.0,2691,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-12,15.5,2723,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-12,23.7,2658,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-12,15.1,2712,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-14,20.6,2709,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-14,10.7,2728,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-14,10.9,2675,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-14,24.0,2659,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-14,15.9,2733,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-16,19.3,2710,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-16,14.0,2702,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-16,15.3,2670,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-16,27.8,2688,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-16,16.1,2681,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-20,25.1,2724,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-20,13.0,2678,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-20,14.3,2704,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-20,28.5,2718,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-20,15.1,2725,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-22,26.3,2688,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-22,13.9,2726,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-22,12.0,2732,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-22,18.4,2710,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-22,15.4,2720,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-24,29.7,2691,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-24,17.1,2736,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-24,16.4,2706,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-24,21.8,2668,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-24,11.3,2725,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-26,18.9,2680,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-26,15.6,2741,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-26,11.0,2723,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-26,27.5,2650,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-26,12.7,2733,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-28,25.4,2707,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-28,12.1,2730,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-28,16.1,2709,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-28,30.0,2727,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-28,13.3,2694,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-07-30,23.8,2725,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-07-30,17.4,2715,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-07-30,15.9,2666,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-07-30,26.9,2655,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-07-30,12.2,2704,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-03,21.4,2684,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-03,12.6,2663,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-03,15.3,2679,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-03,20.6,2700,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-03,16.7,2687,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-05,29.3,2755,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-05,11.7,2695,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-05,17.4,2736,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-05,24.2,2742,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-05,12.1,2699,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-07,20.2,2690,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-07,16.0,2696,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-07,17.3,2703,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-07,28.6,2688,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-07,15.8,2679,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-09,26.4,2708,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-09,12.1,2702,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-09,12.1,2771,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-09,25.0,2724,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-09,11.1,2704,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-11,19.6,2720,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-11,16.7,2721,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-11,14.4,2737,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-11,19.0,2662,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-11,12.3,2680,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-13,26.7,2678,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-13,12.0,2712,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-13,15.3,2622,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-13,25.1,2679,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-13,16.3,2741,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-17,24.8,2673,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-17,12.4,2717,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-17,15.1,2717,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-17,28.2,2708,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-17,16.4,2726,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-19,26.4,2725,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-19,15.8,2747,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-19,11.6,2703,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-19,26.9,2678,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-19,11.6,2723,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-21,24.1,2712,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-21,10.5,2734,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-21,17.4,2670,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-21,25.6,2719,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-21,14.3,2676,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-23,27.4,2705,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-23,14.3,2700,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-23,17.2,2738,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-23,29.2,2661,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-23,11.2,2717,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-25,18.8,2716,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-25,12.6,2702,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-25,14.6,2714,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-25,22.2,2691,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-25,16.6,2711,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-27,29.7,2706,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-27,10.7,2700,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-27,10.7,2710,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-27,27.2,2648,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-27,15.3,2666,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-08-31,30.0,2686,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-08-31,13.5,2680,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-08-31,16.1,2704,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-08-31,26.3,2728,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-08-31,12.4,2744,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-02,95.6,2635,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-02,55.6,2646,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-02,43.7,2654,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-02,69.2,2705,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-02,56.5,2696,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-04,67.5,2659,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-04,39.0,2691,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-04,42.5,2680,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-04,92.2,2656,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-04,38.3,2689,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-06,92.4,2661,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-06,53.3,2695,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-06,51.4,2655,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-06,59.8,2679,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-06,55.1,2706,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-08,77.3,2669,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-08,36.8,2700,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-08,43.9,2666,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-08,66.3,2647,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-08,47.4,2681,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-10,69.0,2647,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-10,44.5,2709,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-10,34.4,2688,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-10,77.2,2639,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-10,47.8,2707,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-14,92.0,2616,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-14,51.9,2677,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-14,36.5,2677,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-14,67.9,2724,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-14,50.1,2679,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-16,80.3,2632,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-16,42.1,2687,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-16,34.9,2688,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-16,63.7,2650,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-16,47.0,2707,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-18,66.3,2681,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-18,37.9,2697,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-18,50.2,2659,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-18,59.7,2717,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-18,53.9,2685,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-20,86.3,2634,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-20,52.7,2704,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-20,35.9,2694,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-20,90.4,2669,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-20,44.4,2694,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-22,87.0,2703,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-22,36.0,2666,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-22,52.1,2664,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-22,84.2,2725,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-22,50.5,2677,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-24,67.4,2637,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-24,49.6,2694,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-24,35.8,2719,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-24,86.9,2645,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-24,51.0,2632,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-28,73.0,2637,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-28,56.6,2635,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-28,50.6,2729,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-28,77.5,2615,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-28,47.6,2667,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-09-30,94.1,2655,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-09-30,48.5,2649,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-09-30,50.8,2689,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-09-30,94.0,2625,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-09-30,38.2,2698,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-02,77.7,2649,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-02,39.7,2684,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-02,45.8,2710,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-02,72.5,2631,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-02,43.0,2693,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-04,96.3,2660,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-04,41.5,2656,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-04,51.7,2639,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-04,61.4,2663,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-04,38.0,2637,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-06,90.8,2651,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-06,43.9,2701,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-06,50.2,2645,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-06,65.0,2688,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-06,44.9,2714,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-08,91.4,2653,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-08,53.9,2709,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-08,38.8,2681,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-08,60.7,2657,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-08,46.2,2679,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-12,94.9,2615,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-12,41.3,2672,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-12,37.5,2690,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-12,97.0,2643,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-12,53.9,2687,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-14,76.2,2605,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-14,49.3,2754,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-14,37.3,2667,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-14,84.8,2666,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-14,56.2,2681,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-16,75.8,2641,Agmarknet via CEDA
Alappuzha,Harippad Market,rice,2021-10-16,53.9,2690,Agmarknet via CEDA
Alappuzha,Ambalapuzha Market,rice,2021-10-16,53.2,2654,Agmarknet via CEDA
Kottayam,Changanassery Market,rice,2021-10-16,95.3,2640,Agmarknet via CEDA
Kottayam,Kottayam Market,rice,2021-10-16,48.2,2731,Agmarknet via CEDA
Alappuzha,Alappuzha Mandi,rice,2021-10-18,92.4,2632,Agmarknet via CEDA
